logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg02290880 0.00896718895766335 0.6128105634028 6.17714945710472 3.85345607030358e-09 3.6692416690733e-07 8.37791250861084 2.49262299705426e-07 8.70001891731953e-05 0.00732499649590816
cg27655168 -0.0119221833995105 0.688476688508847 -6.17658078479914 3.86503363538287e-09 3.67868557745366e-07 8.37497011383613 2.49950472442427e-07 2.02332517618733e-05 0.00206824548066749
cg08481491 0.00736275664161505 0.560038347576096 6.17580112420606 3.88096217494967e-09 3.69146863884689e-07 8.37093632800365 2.50919618734249e-07 8.73113598466509e-05 0.00734466900268103
cg17209284 -0.00931878134742466 0.725890687331686 -6.17567737581932 3.88349628058995e-09 3.69308667530955e-07 8.37029611334177 2.51022501346119e-07 2.02849141520807e-05 0.00207299745572045
cg27658026 -0.00957064813346505 0.267953186570405 -6.17530935188079 3.89104222902361e-09 3.69946910551102e-07 8.36839218496503 2.51449212258431e-07 2.03059962577581e-05 0.00207409371032711
cg16296829 -0.00882348308588759 0.714514155100599 -6.17404799406857 3.91701434692741e-09 3.72017346742821e-07 8.36186727348652 2.53066173860566e-07 2.03784123001693e-05 0.0020809598384887
cg04695882 -0.0133494246290325 0.127101704608833 -6.17340171836464 3.93038736273928e-09 3.73207495003547e-07 8.35852448113237 2.53868559392869e-07 2.04156117133396e-05 0.00208422720588993
cg16346032 -0.013940696401813 0.157732059558279 -6.17305613498906 3.93755668973734e-09 3.73808192278701e-07 8.35673708365935 2.5426994898919e-07 2.04355301085624e-05 0.00208515534534566
cg02283238 -0.0103953901123717 0.679177500309424 -6.17297310780506 3.9392810469723e-09 3.73891829999313e-07 8.35630766733782 2.5431961718484e-07 2.04403183257175e-05 0.00208515534534566
cg05861567 -0.00861612427901392 0.0754619784383569 -6.17286991788893 3.9414251880808e-09 3.74015266638296e-07 8.35577397480273 2.54396355936696e-07 2.04462708378771e-05 0.00208523157369673
cg24417845 -0.00797491313677547 0.109039749086354 -6.17090361899609 3.98250153964474e-09 3.77832269974145e-07 8.34560552318353 2.56985299016908e-07 2.05600152027744e-05 0.00209629821565101
cg09982224 0.00935712869391924 0.253641899418455 6.17026673820448 3.99589590968193e-09 3.79021926484853e-07 8.34231244288664 2.57787140426141e-07 8.85997335393721e-05 0.00744402513813171
cg10150824 0.0085572176066194 0.537406446478876 6.17013748905354 3.99861956387478e-09 3.79199143248636e-07 8.34164416994755 2.57900360465267e-07 8.86300372486012e-05 0.00744500975981821
cg18727948 -0.00849137964818947 0.665523348865439 -6.16824159094792 4.03878152228566e-09 3.82925893424544e-07 8.33184264623551 2.60427612218373e-07 2.0714973278774e-05 0.002111023148571
cg02864690 -0.00976240087225913 0.521543624956186 -6.16803739836041 4.04313058822872e-09 3.83256275656724e-07 8.33078711952519 2.60644922071033e-07 2.07269056077334e-05 0.00211170195724978
cg20973878 -0.0110005826328431 0.130575418692181 -6.16748197140848 4.05498379527346e-09 3.84297696828586e-07 8.32791608542028 2.6134577243324e-07 2.07593962745312e-05 0.00211447441609858
cg11229101 0.00827297590120618 0.564146375640041 6.16667206093638 4.07232897419619e-09 3.85776596597882e-07 8.32372992062603 2.62400158288462e-07 8.94462296695905e-05 0.00750570145963082
cg19594626 -0.00789125465900669 0.853649366015166 -6.16347255575747 4.14156455020242e-09 3.9225155112494e-07 8.30719630511675 2.66796778085981e-07 2.09953880417563e-05 0.00213742473610132
cg03601644 -0.0079752030827055 0.873835188948824 -6.16331985049705 4.14489772005398e-09 3.92483392781754e-07 8.30640733574594 2.66946909487597e-07 2.10044268786569e-05 0.00213780165157511
cg08311343 -0.0120897647955466 0.743835743588924 -6.16247446913953 4.16339791661262e-09 3.94066857204712e-07 8.30203981154651 2.68073545267859e-07 2.10545337723587e-05 0.0021423571641755
cg22788953 0.0121432332433655 0.777759488345544 6.1620966296428 4.17169266450986e-09 3.94767677538769e-07 8.3000878951491 2.68542685033236e-07 9.0534821702753e-05 0.00758751243865952
cg08144586 -0.0101712659793669 0.0817278758724965 -6.16112515575041 4.19309401347676e-09 3.96623572887308e-07 8.29506963441688 2.69855099986102e-07 2.1134747110958e-05 0.00214942718249747
cg03390569 -0.0165384203155208 0.134346889971316 -6.16026011904986 4.21224118664985e-09 3.98349708227756e-07 8.29060163229406 2.71021843602718e-07 2.11863255662009e-05 0.00215412589724454
cg24452821 -0.00544487896182283 0.0566892995553341 -6.15993650691934 4.21942620604197e-09 3.98944093205173e-07 8.28893025064152 2.71418546681661e-07 2.12056522061725e-05 0.00215554384671387
cg19653907 0.00785782250994929 0.616166811776419 6.15933047846178 4.23291394106681e-09 4.00134015449987e-07 8.28580041196013 2.72220388279382e-07 9.11990532907435e-05 0.00763678952138082
cg13753183 -0.00812081645941754 0.765932227429758 -6.15908005554488 4.23849967860617e-09 4.00576620019743e-07 8.28450716095319 2.7251378470858e-07 2.12568825308758e-05 0.00216020324755477
cg24728912 -0.0100222312252643 0.160081820490643 -6.15826719370201 4.25668060418075e-09 4.02123437549266e-07 8.28030956690775 2.73616649931967e-07 2.13056152905502e-05 0.00216460653756528
cg18759732 -0.00763386830497972 0.866078784297835 -6.15796713328454 4.26341123548294e-09 4.02673469101295e-07 8.27876015754688 2.73983142969661e-07 2.13236316122511e-05 0.00216588765923171
cg10317164 -0.00874869830265463 0.131771851339421 -6.15728405830153 4.27877218793136e-09 4.04038214982293e-07 8.27523318020159 2.74903942799612e-07 2.13646995460186e-05 0.00216950894028918
cg09287086 -0.00894835944929505 0.869903743216151 -6.15657490623147 4.29477699007247e-09 4.05463164466079e-07 8.27157183363295 2.75865654619323e-07 2.14074155772272e-05 0.00217274508228952
cg14127947 0.0100321418709359 0.544295592812015 6.1561270829286 4.3049141138059e-09 4.06333666817743e-07 8.26925987068749 2.76450095868031e-07 9.19740771434256e-05 0.00768722640064599
cg16205058 -0.0127866042199642 0.136310406196703 -6.1557985502742 4.31236584202266e-09 4.06950382531718e-07 8.2675638372416 2.76861847905002e-07 2.14542736182612e-05 0.00217694939261104
cg26404422 -0.0140769712073832 0.714659905250099 -6.15431507282302 4.34617169369761e-09 4.10053298792783e-07 8.25990621262945 2.78964976885233e-07 2.15440847803756e-05 0.00218495559822163
cg18981946 -0.0099705808057484 0.0914883265152505 -6.15346272915594 4.36571254205388e-09 4.11755303586475e-07 8.25550702238832 2.80151693992893e-07 2.15958495434937e-05 0.00218965112916209
cg13287964 -0.0133940755101032 0.410902472997887 -6.15301329564956 4.3760509345098e-09 4.12608926713621e-07 8.25318753121098 2.80747451626621e-07 2.16231926889959e-05 0.00219186874835356
cg26507704 0.00695639321563109 0.650129096941194 6.15285409032223 4.37971891702866e-09 4.12866966641148e-07 8.25236591215049 2.8091508225971e-07 9.2772412655616e-05 0.00774403088775051
cg13238856 0.00876708453726843 0.75641387179167 6.15187380855576 4.40237047778389e-09 4.14914058750354e-07 8.24730723537965 2.82299945210056e-07 9.3012799965955e-05 0.00775785741995555
cg26565476 0.0122706089901073 0.658333631004014 6.15130116607385 4.41565576097854e-09 4.160777165534e-07 8.24435240267425 2.83083677696755e-07 9.31534991071526e-05 0.00776797530330417
cg04407215 -0.00623589603509628 0.0901500862170406 -6.14937284065878 4.46068262239029e-09 4.20231184695231e-07 8.23440360542934 2.85901466705221e-07 2.18459023107342e-05 0.0022133239542916
cg26473110 -0.0110744541791073 0.585403476969345 -6.1488941632056 4.47192943658676e-09 4.21201219518854e-07 8.23193429125754 2.86553333661673e-07 2.18753492265516e-05 0.00221574699601077
cg03991592 -0.0143579088212645 0.341991630712502 -6.14758483340369 4.50283519353726e-09 4.24004369468902e-07 8.2251806161463 2.88444108706605e-07 2.19560902492043e-05 0.00222300404811922
cg04569152 -0.0128828607147988 0.338006774618702 -6.14755239698378 4.50360348405759e-09 4.24004369468902e-07 8.22501331754794 2.88444108706605e-07 2.19580940953859e-05 0.00222300404811922
cg27606341 -0.0106121460622434 0.124130448051295 -6.14578310444672 4.54570636282368e-09 4.27845678465186e-07 8.21588866315745 2.91040889251511e-07 2.20676630458909e-05 0.0022329680253732
cg06743312 0.00755227321845382 0.484544423388112 6.14575683369254 4.54633441282236e-09 4.27845678465186e-07 8.21575319199872 2.91040889251511e-07 9.45262671595145e-05 0.00786607502011691
cg25598890 -0.00575407422613629 0.0720878691784531 -6.1455596364068 4.55105148907576e-09 4.28198698911253e-07 8.21473631142485 2.91272826112083e-07 2.20815392508988e-05 0.00223380788620122
cg10900641 -0.00941447057658456 0.689044870137307 -6.1451970994751 4.55973611485573e-09 4.28924788591633e-07 8.2128668864982 2.91758518457026e-07 2.21040687191452e-05 0.00223552248150419
cg16429499 -0.00964116136611558 0.103401420580646 -6.14470049352956 4.57165876888581e-09 4.29863911328817e-07 8.21030625337218 2.92451115565715e-07 2.21349655571004e-05 0.00223808224203915
cg00014112 -0.0133458896199856 0.0560806061606828 -6.14345471296778 4.6017025285681e-09 4.3259711671341e-07 8.20388328539283 2.94302316947094e-07 2.22126554835465e-05 0.00224537079961646
cg24410064 -0.012846269717267 0.0553436313144114 -6.14325019772078 4.6066531712088e-09 4.32970708125938e-07 8.20282893353978 2.94548181934618e-07 2.22254345260052e-05 0.00224609580518201
cg22387323 -0.0111106349627554 0.202342245898481 -6.1407841920165 4.66675983230007e-09 4.3843412535952e-07 8.19011761181098 2.98319743312923e-07 2.2380078060602e-05 0.00226058347806031
cg03241461 -0.00823562543016839 0.874685464357036 -6.14002171484772 4.68549970628155e-09 4.39915038285107e-07 8.18618802401945 2.99445782450302e-07 2.24281016522283e-05 0.00226409976479615
cg00031708 -0.00618885421939216 0.881020528247464 -6.13995139877542 4.68723162003086e-09 4.39984467687427e-07 8.18582565169568 2.99484579592127e-07 2.24325353899153e-05 0.00226409976479615
cg00754552 -0.0114030174573333 0.179029421179672 -6.13987272969349 4.68917001594578e-09 4.40073245810634e-07 8.18542023561761 2.9953654786192e-07 2.24374968181529e-05 0.00226409976479615
cg21853331 0.00901318341203254 0.469205924754193 6.1383283845999 4.72738206267908e-09 4.43565506546512e-07 8.17746225698983 3.01905037177876e-07 9.63957451250533e-05 0.00799591744064
cg09020199 -0.0125636912501102 0.715423754944665 -6.13810977131546 4.73281587032125e-09 4.43981390939476e-07 8.1763358556229 3.02179574199575e-07 2.25489579387201e-05 0.00227305673499345
cg09115116 -0.00881455484294569 0.760217821171428 -6.13754547606199 4.74687020526595e-09 4.45205612554054e-07 8.17342845786061 3.03004248765435e-07 2.25847469651876e-05 0.00227609171636197
cg02488934 -0.00723342176589552 0.119100112436952 -6.13743788403179 4.74955453377029e-09 4.45363156960827e-07 8.17287413572305 3.03102926843826e-07 2.25915769049068e-05 0.00227620740717
cg15164702 -0.00590733572529505 0.891142819856613 -6.13687163394171 4.76370653808865e-09 4.46501307401543e-07 8.16995688052382 3.03933216383575e-07 2.26275551136604e-05 0.00227925912625893
cg06620092 0.0104761657509563 0.250584064359697 6.13646027536655 4.77401334048381e-09 4.47278238038202e-07 8.16783772171427 3.04517835923609e-07 9.68713897192083e-05 0.00803119677057042
cg01242698 0.00761374989694848 0.663551346421124 6.13445411310252 4.82459299478547e-09 4.51921552396826e-07 8.15750412175791 3.07670426351035e-07 9.73846712666383e-05 0.00806670333582846
cg08553963 0.0114732526814055 0.537342098099198 6.13320285875016 4.85640550232701e-09 4.54751635425339e-07 8.15106014642298 3.09624988710224e-07 9.77061171634523e-05 0.00808868261245635
cg10499832 -0.0106768892510548 0.195784114672839 -6.13291481698757 4.86375789432663e-09 4.55301552446485e-07 8.14957685263517 3.10019049899311e-07 2.28805002639021e-05 0.00230271534784206
cg12770539 -0.0117701361728436 0.0797418387206754 -6.132869520592 4.86491509744624e-09 4.5531374058096e-07 8.14934359952329 3.10019049899311e-07 2.28834115425065e-05 0.00230271534784206
cg04132407 -0.0115308253443551 0.70701145599858 -6.13201419207071 4.88681723210434e-09 4.57074119264895e-07 8.14493931502147 3.11340254974526e-07 2.29384517488662e-05 0.00230767426992274
cg26234644 -0.0106479867234394 0.744587989830416 -6.13179952947199 4.89232919253786e-09 4.57493146778764e-07 8.14383403230893 3.11616855921168e-07 2.29522851612577e-05 0.00230848622068447
cg06585734 -0.0153868015861768 0.414205476129853 -6.13139855224077 4.90264154850401e-09 4.58360799113636e-07 8.14176949810879 3.12199012565842e-07 2.29781466063208e-05 0.00231050721109039
cg13494334 0.00647104540267503 0.116700529851433 6.13079543889617 4.9181926071824e-09 4.59620857262534e-07 8.13866438482199 3.13114410334729e-07 9.83274229978289e-05 0.00813339473257885
cg20161984 0.00878117621946121 0.205790509868233 6.13018071498293 4.93409281508204e-09 4.61009605231633e-07 8.13549970572069 3.14051593534713e-07 9.84866721819213e-05 0.00814488563549946
cg05261592 0.00750131358155689 0.758879397048631 6.13001408143786 4.93841156994766e-09 4.61315900177778e-07 8.1346418911191 3.14251353461976e-07 9.85298822068701e-05 0.00814677729265931
cg03948781 -0.0119807397099685 0.146168880446228 -6.12886107118552 4.96839665125868e-09 4.6401915065564e-07 8.1287067260821 3.16083881129016e-07 2.31424533285007e-05 0.00232644469524898
cg00718518 0.00929105108853448 0.511449334441318 6.12759749815919 5.00146206341168e-09 4.66910548350613e-07 8.12220329538864 3.18111453660097e-07 9.91585618801588e-05 0.00819368512291315
cg01511234 -0.0138785286565763 0.842121509949481 -6.12659072984012 5.02796173330993e-09 4.69285602267177e-07 8.11702224628004 3.19720551971794e-07 2.32904169154925e-05 0.00233955777868205
cg07587746 -0.0101012000111689 0.846726206839763 -6.12625218880153 5.03690354155414e-09 4.70021235512459e-07 8.11528016873608 3.20212670329228e-07 2.33125580333496e-05 0.00234119482773688
cg01736356 -0.0109235271524199 0.111894638959737 -6.12611525944408 5.04052465322617e-09 4.7026016010324e-07 8.11457557071914 3.20366380142555e-07 2.33215191620196e-05 0.00234150776990346
cg19882784 -0.0159911128464222 0.383443622230961 -6.12574242192871 5.05039732469617e-09 4.70983014456342e-07 8.11265711261071 3.20917259279559e-07 2.33459356803109e-05 0.00234337190561067
cg27068297 0.00971831237988934 0.534618882930128 6.12282372184533 5.12834200185957e-09 4.78050756894118e-07 8.0976414731834 3.25792341036595e-07 0.000100411705389744 0.008283565814393
cg07431229 -0.00758710500897389 0.0715783450036924 -6.12276585320252 5.12989926412359e-09 4.78085518087528e-07 8.09734380886814 3.25797568613317e-07 2.35417474110311e-05 0.00236149110354132
cg10124993 -0.0102292704304855 0.702950907441061 -6.12272972792813 5.13087164099152e-09 4.78085518087528e-07 8.09715798889541 3.25797568613317e-07 2.35441335364201e-05 0.00236149110354132
cg13085553 0.0123124897012492 0.600805637271179 6.1225124221351 5.13672463258071e-09 4.78530315624626e-07 8.0960402341957 3.26091448561414e-07 0.00010049394451536 0.00828693714343553
cg08223235 -0.0102254497463054 0.0902758074534464 -6.12193207325615 5.15238806447321e-09 4.79787865843244e-07 8.09305522723799 3.2700782993117e-07 2.35968788946409e-05 0.00236618905955814
cg03081478 -0.00846092209192782 0.0858147923873461 -6.12179418140759 5.15611660196665e-09 4.80034239090529e-07 8.09234601261886 3.27166480274883e-07 2.36060085508433e-05 0.002366512171984
cg25574175 0.00900963543478935 0.64024330865351 6.12112029167376 5.17437638915525e-09 4.81633083586157e-07 8.08888017204013 3.2824687378799e-07 0.000100862502131997 0.00831219606414543
cg12603632 0.0094837958515892 0.639689891064678 6.12041720135183 5.19349498451836e-09 4.83311178301079e-07 8.08526442495028 3.29381219812561e-07 0.000101049129193402 0.00832415134527056
cg07137751 -0.0106724852774345 0.865554187255452 -6.12033193168543 5.19581836147297e-09 4.83391852818345e-07 8.0848259319166 3.29417562384293e-07 2.37030310406768e-05 0.00237564421137083
cg03701575 0.0100380992238023 0.317397184266346 6.12030536079379 5.19654255751142e-09 4.83391852818345e-07 8.08468929388512 3.29417562384293e-07 0.00010107884622489 0.00832488747009058
cg18047920 -0.00945792197251413 0.625793116563247 -6.11914184273791 5.22835176491633e-09 4.86136607738683e-07 8.07870641483388 3.31355107404736e-07 2.37822774214834e-05 0.00238299051160993
cg01372366 -0.00567753414215512 0.0747994138133048 -6.11879766173392 5.23779780287376e-09 4.86820912687978e-07 8.07693676213386 3.31866351186009e-07 2.38052432861297e-05 0.00238469522530236
cg14266248 0.0103317922386103 0.688644699219913 6.11875712386032 5.23891146459392e-09 4.86822361462167e-07 8.07672833563401 3.31866351186009e-07 0.000101491081748801 0.00834854096058837
cg16224018 -0.00570393278818458 0.244674271871262 -6.11762903920134 5.26999565017247e-09 4.89608217003094e-07 8.07092863213672 3.33756014450906e-07 2.3883379748061e-05 0.0023913265994291
cg01799186 0.00970323886878052 0.821521771300218 6.11751190461043 5.27323361918285e-09 4.89806398323017e-07 8.07032646152157 3.33881659450826e-07 0.000101823795453619 0.00837419006534247
cg23416081 -0.00679614606457379 0.0886524263717477 -6.11741581085557 5.27589140970703e-09 4.89950617796886e-07 8.06983246434075 3.3397051868201e-07 2.38976631329707e-05 0.00239215883502202
cg21475076 -0.00847726590523603 0.905799910774819 -6.11725676377976 5.28029326879654e-09 4.90256707513046e-07 8.06901484923214 3.34169711146767e-07 2.39083224468882e-05 0.00239262797550934
cg22883353 0.015919120026543 0.570549934053941 6.11659225157381 5.29872359615945e-09 4.91864890403795e-07 8.06559893835332 3.35256406446631e-07 0.000102070186093032 0.00838902192172771
cg17739279 -0.016190292478062 0.537554917201277 -6.11652182507272 5.30068057651322e-09 4.91943547865297e-07 8.06523692703962 3.35300545181865e-07 2.39576371823561e-05 0.00239696436104164
cg01214346 -0.00842091934603548 0.747460399669254 -6.11576564717302 5.3217376185508e-09 4.9379443266713e-07 8.06135014413818 3.36552571971015e-07 2.40084788868482e-05 0.00240145131636919
cg09595079 -0.0146048849635785 0.168343118182972 -6.1150374393375 5.34209330133524e-09 4.95475800920621e-07 8.05760743378531 3.37759659912646e-07 2.40575378067839e-05 0.00240575775282926
cg04612667 -0.0107185550361877 0.413929225704147 -6.1133509149553 5.38953051990902e-09 4.99771018564631e-07 8.04894049283056 3.40678027727344e-07 2.41715273424262e-05 0.00241595055918381
cg05638299 -0.0114893963490796 0.846883972465417 -6.1118744878124 5.43139715555067e-09 5.03442709123175e-07 8.04135454796621 3.43242971165596e-07 2.42717417416832e-05 0.00242475705631823
cg14042131 -0.0117612684667781 0.108759923485203 -6.11100948602972 5.45607373417677e-09 5.05518629353688e-07 8.0369107049144 3.44720610955938e-07 2.43306398160567e-05 0.0024300350045842
cg21935981 0.0111567114881492 0.493563256840964 6.10959358429766 5.49670369045506e-09 5.09176683563253e-07 8.02963759254114 3.47205262048773e-07 0.000103963917184013 0.00853532037008439
cg09455342 0.0117932462741956 0.388449844386077 6.10952070709364 5.49880294357852e-09 5.09264736706077e-07 8.0292632723199 3.47255478012357e-07 0.000103983811335882 0.00853532037008439
cg01182973 -0.0052489969423303 0.072875730928428 -6.10789996051148 5.54569276633509e-09 5.13392884195559e-07 8.02093938498247 3.50133573337858e-07 2.4543501696429e-05 0.00245068370225776
cg07708453 0.0111169514890054 0.653304185624146 6.10676812835379 5.57867004803773e-09 5.16230168323344e-07 8.01512736293461 3.52132128251618e-07 0.000104737872213279 0.00858389134322171
cg00980698 -0.0101206545143719 0.075726454933154 -6.10644586287666 5.58809475032558e-09 5.16994387061528e-07 8.01347264410688 3.52643421983815e-07 2.46436532952648e-05 0.00246007072270004
cg08823985 0.0175808044660591 0.48876336095629 6.10639443116873 5.58960032213526e-09 5.17025784689357e-07 8.01320856598277 3.52654845592382e-07 0.000104840645578461 0.00859055675265642
cg15309910 -0.00856481985180989 0.0862523618799389 -6.1061574416764 5.59654290805411e-09 5.17559976208287e-07 8.01199175347148 3.53009210512589e-07 2.46635649462425e-05 0.00246144505001175
cg21170682 0.0156370416142127 0.498788307712225 6.10528332968134 5.62222311555677e-09 5.19826410948314e-07 8.00750393732802 3.54545027438968e-07 0.000105146785123246 0.00861211851724984
cg08874645 -0.00868051762704051 0.12394131814992 -6.10487122270548 5.63437028962242e-09 5.20840907619221e-07 8.0053882711365 3.55226907620528e-07 2.4752549215381e-05 0.0024683979471845
cg13605398 -0.0084795024219852 0.0912981201583734 -6.10479431542116 5.63664003900411e-09 5.20942103016919e-07 8.00499345677125 3.55285876049185e-07 2.4757879620874e-05 0.0024683979471845
cg13582782 0.00679824828919336 0.100922497252307 6.10387211308394 5.66392673403829e-09 5.23354857466028e-07 8.00025946215234 3.56921298950898e-07 0.00010553684069384 0.00864053304464428
cg03494429 -0.0130347021149479 0.687283789582053 -6.10368945486222 5.66934668410385e-09 5.23746509194409e-07 7.9993218692695 3.57178306430183e-07 2.4834578543055e-05 0.00247542886059821
cg10755085 -0.0069609497369069 0.125185792470375 -6.10146504091869 5.73576030505306e-09 5.29661204991217e-07 7.98790536846251 3.61276986319945e-07 2.49896879931608e-05 0.0024902700345898
cg08173709 0.00859334643852875 0.754740547217284 6.10085058092566 5.75424009814944e-09 5.31257041564716e-07 7.98475223050907 3.62355244729029e-07 0.000106376615046301 0.00870572877395183
cg16007497 -0.0110961398479975 0.116064108962019 -6.10013209349757 5.77592254048526e-09 5.3314783488316e-07 7.98106554090068 3.63634622317097e-07 2.50830796643928e-05 0.00249895506200417
cg11649376 0.00866609222159684 0.613094460888711 6.09960101246024 5.79200091582279e-09 5.34520664034702e-07 7.97834065557058 3.64560663289426e-07 0.000106725761907481 0.00872860588891491
cg08413427 0.00810145115074755 0.555312337459084 6.09879656111391 5.81643912954137e-09 5.36664257350495e-07 7.97421345870095 3.6601232788558e-07 0.000106951113226853 0.00874024616475212
cg13368983 -0.0108809006124932 0.160449906616923 -6.09750944331271 5.85575055442126e-09 5.40066603348914e-07 7.96761072899235 3.68399015072237e-07 2.52678109679532e-05 0.0025165070043389
cg00187686 -0.0103800538362992 0.10920348758992 -6.09745273525426 5.85748852168313e-09 5.40114533315317e-07 7.96731984638601 3.68421298600502e-07 2.52718196776175e-05 0.0025165070043389
cg00781985 -0.0121127885274381 0.106390429334668 -6.09695908879009 5.87263898968285e-09 5.41398942600119e-07 7.96478777587111 3.69286984924534e-07 2.53067414596281e-05 0.00251935819270061
cg17463277 0.00947613313069211 0.662303728640199 6.09592174352186 5.90460137305704e-09 5.44232387096436e-07 7.95946735063854 3.71209190249869e-07 0.000107760141090102 0.00880097528985725
cg03997039 -0.00902435076518939 0.504373224906169 -6.09500891150492 5.93286830886927e-09 5.46724111783563e-07 7.95478604439271 3.72898218272996e-07 2.5445154810128e-05 0.00253250828501579
cg10704729 -0.0103009367656398 0.143186936877475 -6.09446965764177 5.94962923830815e-09 5.48076472120134e-07 7.95202079325631 3.737995235309e-07 2.54835561277345e-05 0.00253515875803244
cg02535060 -0.0121230556603466 0.248774339563527 -6.0944572269977 5.95001615076895e-09 5.48076472120134e-07 7.9519570518422 3.737995235309e-07 2.54844419929094e-05 0.00253515875803244
cg22012693 0.0141034440449788 0.65757717966 6.09401413584704 5.96382379328894e-09 5.49234226872519e-07 7.9496850420619 3.74578579210669e-07 0.000108300186520692 0.0088378745881947
cg01306563 0.0101539833590823 0.477816092607851 6.09315198657596 5.99078024086178e-09 5.51602179344578e-07 7.94526457431379 3.76182928810405e-07 0.000108545105332193 0.00885605722837725
cg03551378 0.0101462407063304 0.745703555391393 6.09298767077501 5.99593136668033e-09 5.51961836371842e-07 7.94442213151208 3.76417609039364e-07 0.000108591843780137 0.00885806647210206
cg09090376 0.0106997378620016 0.726557804087253 6.09287682051962 5.9994088568229e-09 5.52167307743736e-07 7.94385381381368 3.76547134486612e-07 0.000108623385147967 0.00885852540720503
cg21333406 0.00906547228914752 0.76757537390421 6.09242399735209 6.01363494680701e-09 5.53361756867437e-07 7.9415323090767 3.77351065427909e-07 0.000108752322108607 0.00886393736907905
cg02444156 0.00680894760158992 0.802019763936339 6.0912841028558 6.04959293298951e-09 5.56461003663253e-07 7.93568888631788 3.79443181889518e-07 0.000109077540538271 0.00888338660394286
cg22548220 0.00867520149976367 0.698614422092775 6.09127673050354 6.04982617856391e-09 5.56461003663253e-07 7.93565109594762 3.79443181889518e-07 0.00010907964691956 0.00888338660394286
cg22129059 0.00942312542508277 0.622651560901447 6.09022635401699 6.08314812344605e-09 5.59409884950181e-07 7.93026722520411 3.8144326664813e-07 0.000109380149432177 0.00890242994923024
cg20070090 -0.0107566801423365 0.151613606234016 -6.0891219456516 6.11837820271963e-09 5.62478898839672e-07 7.92460708101641 3.8351438978319e-07 2.58673967927779e-05 0.00257213013492324
cg02863179 -0.0234001457424224 0.544108333412383 -6.08910067405436 6.11905871562752e-09 5.62478898839672e-07 7.92449806988985 3.8351438978319e-07 2.58689346057232e-05 0.00257213013492324
cg25498541 -0.0129476919509203 0.195136606697146 -6.08866671491081 6.13295798121497e-09 5.63576195776618e-07 7.92227420388219 3.84295066730466e-07 2.59003264699027e-05 0.00257419450985027
cg22964469 -0.00541101593537668 0.0917316143668064 -6.08791159394892 6.15721754911384e-09 5.65517535251549e-07 7.91840476772065 3.85724406715569e-07 2.59550377080712e-05 0.00257877114914626
cg02907132 0.0101515589634674 0.712317684941995 6.08771940166975 6.16340706158366e-09 5.65858356885369e-07 7.91741997620637 3.85935171334746e-07 0.00011010054896417 0.00895416902394355
cg22331294 -0.00855770558112068 0.126768239260288 -6.08771710609825 6.16348102683582e-09 5.65858356885369e-07 7.91740821384535 3.85935171334746e-07 2.59691469861306e-05 0.00257953321583948
cg04174309 0.00850484580741452 0.129545272833597 6.08671642031001 6.19580697044567e-09 5.68590654914371e-07 7.91228104915183 3.87868086331579e-07 0.000110390028061009 0.00897368471119884
cg09383860 0.00849707043936522 0.140689729215083 6.08631695207697 6.20875767196413e-09 5.69661225952798e-07 7.91023447221734 3.88587454493113e-07 0.000110505523430256 0.00898125091866513
cg19383974 -0.00839305898412025 0.296805260838096 -6.08512793703858 6.24746260693259e-09 5.73093847937659e-07 7.90414338355262 3.9091798565813e-07 2.61576822259395e-05 0.00259697268928164
cg20618610 -0.00816919080192975 0.356853868973071 -6.08483302537883 6.25709914887389e-09 5.73859092027317e-07 7.90263273383092 3.91428973359972e-07 2.61792398227507e-05 0.00259846897641052
cg10693065 0.00602191584696372 0.106512760066137 6.08425327478073 6.27608559176157e-09 5.75481352310808e-07 7.89966317478106 3.92524490759176e-07 0.000111104011857662 0.00901891400972223
cg17646418 0.0145298755362825 0.782434018886661 6.08411303370186 6.28068686913988e-09 5.75784176579448e-07 7.89894487016501 3.92720015151036e-07 0.000111144794905652 0.00902039674918536
cg15219506 -0.012478888016771 0.0695727897936099 -6.08264853351701 6.32893478748534e-09 5.79967467249551e-07 7.89144447452623 3.95643952621342e-07 2.63394539956207e-05 0.00261355156499499
cg07312880 -0.00871622162630499 0.124957029276253 -6.08258343087126 6.33108800577322e-09 5.79975775322044e-07 7.89111108149897 3.95685652097891e-07 2.63442431215983e-05 0.00261355156499499
cg22787719 -0.00667922771600137 0.118209006459857 -6.08213182856167 6.34604417356972e-09 5.81054918628407e-07 7.88879847590379 3.96527313697057e-07 2.63774871879393e-05 0.00261620173667112
cg13918640 0.0119482633079432 0.503293936699133 6.0816491979901 6.36206622032073e-09 5.82401644073804e-07 7.88632710617992 3.97435165272356e-07 0.000111863620805076 0.00906262217857442
cg14890343 -0.0118711606117091 0.709635988665869 -6.08113489621025 6.37918330726203e-09 5.83848035881124e-07 7.88369370587271 3.98410981504743e-07 2.64510173784007e-05 0.00262284531122494
cg22945413 -0.00983475361566627 0.0806896939727922 -6.08098980917352 6.38402027925655e-09 5.84170138007463e-07 7.8829508380222 3.98619567080724e-07 2.64617348465504e-05 0.00262325871867816
cg22197936 0.00971627503332528 0.414979999099781 6.08068598032367 6.39416110191148e-09 5.84977336203806e-07 7.8813952265566 3.99159150744087e-07 0.000112145840283167 0.0090832385350456
